구분(1),구분(2),2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.1,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.1,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.1,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.1,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.1
경기도,수원,48,51,52,52,45,39,27,26,21,31,56,44,66,58,69,41,53,30,30,30,24,32,42,43,44,42,47,43,37,42,25,27,23,39,45,44,41,52,75,48,70,38,28,25,18,32,46,40,43,41,45,48,36,24,28,22,26,31,42,37,49,48,73,70,42,31,28,24,23,31,32,37,35,34,52,55,33,33,22,26,17,24
경기도,안양,57,58,58,61,49,45,27,26,26,38,66,52,74,61,74,48,61,35,32,31,25,36,48,49,49,46,52,52,42,45,26,25,23,38,44,45,41,53,76,49,72,41,30,28,21,30,46,39,43,40,45,46,36,24,26,20,25,30,42,37,48,50,74,69,42,31,26,24,24,32,33,38,37,35,53,55,33,32,23,26,19,25
경기도,성남,52,54,50,54,44,38,29,28,25,32,56,46,67,57,67,40,51,30,29,30,24,33,42,43,44,43,47,46,36,42,23,25,21,35,41,41,39,49,67,43,64,34,24,22,15,28,44,38,43,41,45,44,33,22,24,20,21,26,39,36,47,47,70,63,37,28,25,22,21,26,29,36,35,32,48,49,29,30,20,24,17,21
경기도,의정부,63,60,63,62,49,38,21,21,25,32,59,57,73,55,65,39,51,31,30,26,22,34,45,45,47,42,44,45,34,38,23,24,22,36,41,41,36,46,61,40,55,32,24,23,15,26,43,37,41,37,38,42,33,23,23,21,21,24,40,38,47,47,69,63,38,29,29,23,22,27,30,36,35,31,50,49,29,31,21,27,20,23
경기도,광명,48,59,59,58,49,42,30,27,25,35,62,51,73,62,76,47,60,34,32,31,29,41,49,42,50,47,52,50,40,43,22,22,23,44,52,49,47,60,85,51,72,39,27,25,19,34,54,47,49,46,50,51,37,23,25,20,26,33,48,41,53,54,77,64,43,30,26,23,23,32,35,41,42,38,55,56,32,32,21,25,19,28
경기도,안산,50,52,50,52,44,37,27,26,23,32,60,47,69,61,71,42,52,28,29,30,27,36,44,45,49,44,46,43,35,36,22,25,22,36,43,45,43,54,76,46,65,36,29,26,18,31,46,43,48,43,45,46,32,20,26,22,27,32,45,41,53,53,73,70,43,30,28,24,23,31,33,38,40,38,53,53,31,30,22,26,17,24
경기도,평택,68,62,64,71,63,48,27,32,32,49,80,59,80,70,85,56,67,39,35,34,33,43,51,47,49,45,53,48,43,43,27,27,28,45,48,45,43,54,82,51,70,44,28,29,21,37,50,43,47,44,51,55,44,29,31,24,32,39,53,40,54,55,78,79,48,36,31,28,29,41,36,41,39,38,58,58,35,35,21,28,20,28
경기도,과천,50,53,53,54,45,37,28,27,23,29,51,43,66,59,67,43,56,33,32,31,26,33,44,43,45,43,48,50,40,45,26,28,23,38,43,45,41,54,75,48,72,46,29,26,18,28,44,39,44,40,43,48,33,21,24,19,21,25,36,35,46,46,69,64,39,28,26,22,22,27,30,37,37,35,52,50,30,32,20,24,17,22
경기도,구리,56,56,55,54,42,30,24,23,24,36,60,52,77,62,67,41,52,29,30,29,23,34,46,48,47,44,49,49,36,39,20,22,20,34,43,45,40,49,66,44,61,34,24,23,16,28,45,40,44,40,44,45,34,22,22,19,19,22,39,37,46,46,70,65,38,29,26,21,20,26,29,34,36,30,49,45,24,26,16,19,13,17
경기도,의왕,55,56,57,59,44,37,26,25,22,32,61,48,71,61,72,41,51,29,27,28,25,33,44,46,47,43,47,43,35,40,22,23,21,34,41,42,39,50,65,40,60,32,24,23,15,27,43,38,43,40,44,44,32,21,25,20,24,28,42,38,50,50,71,62,37,27,25,23,22,27,29,35,34,34,50,50,29,29,21,26,17,22
경기도,고양,64,59,57,55,42,33,22,24,26,34,59,48,68,55,70,44,56,31,30,26,26,37,47,44,46,42,49,49,43,45,29,26,22,38,45,43,40,49,70,44,62,39,31,26,17,30,50,40,43,40,42,47,35,24,26,21,25,28,42,38,49,46,71,66,41,33,29,25,26,32,32,37,36,33,53,53,34,36,23,27,21,29
경기도,광주,64,60,60,59,36,37,27,24,23,32,63,53,79,69,80,46,56,32,27,28,22,32,47,57,54,50,51,49,35,40,20,22,20,38,49,52,46,54,73,48,61,33,23,23,18,30,52,46,51,46,50,48,35,24,25,20,21,28,46,44,52,52,74,65,40,29,26,22,22,31,36,42,42,36,55,54,31,33,21,24,17,21
경기도,군포,54,55,55,57,48,41,24,26,31,40,67,50,72,63,78,56,67,42,43,31,24,36,43,43,44,42,48,46,38,42,24,22,20,36,43,42,39,50,74,46,68,40,26,24,17,30,46,39,42,39,46,48,36,25,27,21,25,30,43,37,49,49,75,71,42,32,27,23,24,33,33,36,35,34,53,56,33,33,21,25,18,27
경기도,시흥,57,59,59,59,51,43,32,30,28,41,72,55,79,68,85,55,68,36,33,33,34,46,53,52,54,47,52,48,41,42,26,25,25,41,48,45,41,54,81,49,67,40,30,27,20,34,50,45,48,43,49,51,38,25,28,21,30,36,51,40,52,51,78,73,47,33,29,25,27,36,35,41,42,37,55,58,35,35,24,28,21,31
경기도,부천,58,57,61,58,48,46,28,28,30,40,73,57,79,66,82,57,64,41,39,36,36,51,57,52,53,45,55,57,48,53,31,25,26,48,52,49,45,58,84,52,72,48,34,30,20,36,55,45,46,43,47,49,35,22,24,17,27,33,48,40,52,52,78,71,44,31,24,19,21,33,36,42,40,37,55,57,33,32,18,22,15,30
경기도,남양주,50,51,52,55,45,38,25,23,21,30,55,48,69,58,67,41,53,32,30,28,21,32,44,44,40,42,46,47,37,41,21,23,19,33,41,43,42,50,66,44,63,33,26,23,15,26,43,39,45,42,42,45,34,24,25,21,19,22,36,37,45,44,69,62,37,29,29,22,21,28,32,37,38,31,52,52,30,33,24,26,17,20
경기도,용인,58,54,54,54,44,37,27,24,23,33,59,45,66,58,65,43,56,32,27,28,24,34,47,50,48,47,52,47,35,38,20,22,20,39,46,49,42,50,70,46,62,34,22,21,16,30,48,42,47,43,49,47,34,22,24,18,22,30,47,42,51,54,75,67,39,28,25,22,22,32,35,43,41,37,55,54,31,31,19,23,17,22
경기도,김포,56,57,59,54,45,35,19,21,21,34,62,51,75,58,75,47,59,27,27,25,28,42,49,48,48,42,52,51,40,39,25,24,25,42,49,50,45,55,79,50,68,41,30,25,19,34,53,43,45,41,43,49,36,23,27,23,31,31,43,40,51,48,74,71,41,30,27,22,23,34,33,38,37,34,51,49,31,31,20,23,17,29
경기도,하남,66,66,62,62,46,39,31,27,24,34,66,58,88,75,78,39,49,25,24,25,18,27,43,43,46,43,45,41,30,32,17,20,17,34,38,46,43,54,70,49,69,39,29,27,16,27,48,39,48,43,43,45,34,24,26,22,20,24,38,38,48,48,73,67,39,29,28,23,21,25,30,35,36,31,51,52,30,32,24,28,18,20
경기도,화성,62,61,59,58,48,40,26,24,26,37,67,49,71,61,75,48,59,34,33,31,28,39,47,46,48,44,49,44,39,42,25,25,25,40,45,44,40,52,77,47,67,40,27,26,19,32,47,42,44,41,47,49,37,26,29,22,28,34,47,39,51,51,74,73,45,35,29,25,25,35,33,38,36,34,53,55,33,34,23,27,20,28
경기도,양주,72,66,56,50,46,38,19,17,24,40,70,59,84,61,70,40,53,27,25,24,23,37,47,42,41,37,44,46,35,36,19,17,19,36,47,46,40,49,64,40,55,31,23,20,13,28,47,41,45,38,40,43,32,21,21,19,20,25,40,41,49,51,70,64,37,28,24,19,21,28,30,36,38,32,51,52,30,31,17,20,16,25
경기도,동두천,58,62,64,60,44,34,16,17,21,29,58,52,74,57,68,42,51,28,24,25,21,33,47,48,45,41,49,50,34,36,18,18,16,26,36,42,35,45,57,37,48,26,19,16,12,23,41,37,40,38,40,47,33,20,19,17,17,19,36,38,44,44,66,59,33,26,24,17,18,25,28,33,34,27,45,44,25,28,19,20,18,22
경기도,안성,67,59,54,59,52,53,37,23,20,36,72,51,75,68,78,47,58,30,23,26,22,37,53,48,47,46,53,49,37,37,20,22,23,46,50,51,45,54,77,47,64,34,21,22,17,34,53,45,51,46,52,50,37,21,22,18,23,35,53,41,54,57,78,73,41,27,24,22,22,36,36,44,43,40,58,61,33,34,18,23,17,25
경기도,이천,63,58,62,61,49,42,28,21,23,33,61,53,77,67,73,46,57,34,24,24,21,35,46,47,47,46,49,46,37,42,21,23,23,39,46,47,42,49,68,47,62,36,21,23,17,32,50,40,48,42,49,49,39,25,23,20,24,31,50,44,51,52,73,67,41,33,26,23,24,34,36,40,39,32,52,57,34,35,21,24,20,26
경기도,파주,54,61,56,56,45,36,24,25,26,37,63,50,76,60,71,45,61,31,30,30,30,45,53,50,48,43,50,49,37,37,23,23,22,40,47,48,45,54,74,45,63,34,26,24,16,32,52,44,49,45,44,48,36,22,25,20,24,30,43,42,53,49,67,65,38,26,24,20,23,31,31,39,38,35,52,50,30,30,19,24,17,26
경기도,포천,60,57,52,51,36,30,22,20,19,30,55,55,85,68,70,40,47,26,27,27,23,35,52,56,56,51,50,49,35,38,21,24,20,37,47,55,44,47,54,35,45,25,19,18,11,24,45,40,48,42,38,38,29,18,19,17,16,20,37,41,48,48,61,51,31,21,26,18,16,24,28,35,35,27,41,41,23,25,17,20,13,16
경기도,여주,60,57,59,54,40,38,29,19,25,34,58,54,78,67,71,43,57,35,20,19,23,34,49,49,47,45,49,47,37,42,19,21,22,39,46,54,46,52,68,51,64,39,27,27,22,37,55,42,50,44,50,50,40,28,26,22,25,32,50,44,50,52,75,68,44,36,29,25,28,36,37,42,40,34,55,58,37,42,25,25,21,26
경기도,가평,49,45,55,51,35,26,15,12,14,20,35,34,58,45,50,28,32,20,19,20,16,26,35,38,36,35,38,40,29,35,18,19,15,30,38,42,38,46,54,39,50,27,20,20,16,26,43,36,44,40,39,39,30,20,20,18,16,20,35,40,45,45,61,55,35,25,25,20,22,26,32,37,36,28,49,47,26,28,20,22,16,19
경기도,양평,51,52,51,55,40,35,30,23,21,27,46,43,70,60,66,38,49,30,26,28,20,29,40,42,41,41,44,45,33,39,20,22,20,36,45,50,44,50,62,48,61,32,22,21,17,30,46,38,45,42,43,42,31,21,19,17,16,21,37,39,46,48,68,60,38,27,24,19,20,30,35,39,38,30,50,52,29,31,19,20,15,18
경기도,도평균,56,56,56,56,45,39,26,25,24,35,62,50,72,61,72,45,56,32,30,29,26,37,47,47,47,44,49,47,38,41,23,24,22,38,45,46,42,52,72,46,64,37,26,25,17,31,48,41,46,42,46,47,35,23,25,20,24,29,44,39,50,50,73,68,41,30,27,23,23,32,33,38,38,34,52,53,31,32,21,25,18,25
강원특별자치도,춘천,57,60,51,57,39,31,25,21,20,27,44,49,75,62,66,39,49,31,25,27,20,31,45,47,45,42,42,43,30,37,17,18,17,31,37,43,40,43,55,41,55,26,20,20,13,21,40,33,40,35,36,37,29,20,19,17,20,21,32,35,39,38,57,55,35,23,25,18,19,23,27,32,30,23,43,47,24,29,19,20,14,15
강원특별자치도,원주,59,48,48,59,45,42,32,24,26,28,54,51,73,65,70,44,52,35,31,30,21,28,38,40,39,36,38,38,27,33,17,23,18,31,38,42,39,43,53,39,53,29,22,22,15,23,41,35,43,38,40,41,34,24,25,20,20,17,38,38,44,45,63,60,40,31,29,25,21,26,32,34,36,27,48,51,30,33,26,32,24,25
강원특별자치도,동해,31,36,38,53,43,36,30,28,21,25,38,31,41,43,49,38,45,30,26,25,19,25,30,24,21,28,30,32,27,30,16,22,21,25,26,25,28,32,45,38,38,23,20,22,12,14,24,-,24,27,48,36,29,22,20,19,14,12,29,24,30,32,56,82,42,26,30,21,17,19,18,22,20,21,35,56,24,24,17,17,17,18
강원특별자치도,삼척,32,36,35,47,40,33,28,23,19,22,36,31,40,43,48,35,41,30,25,24,20,25,26,25,22,28,30,32,28,32,16,22,21,24,23,19,23,28,41,34,35,22,16,18,12,15,24,20,22,24,32,31,25,19,17,16,18,25,22,19,24,25,42,62,33,23,26,18,16,19,19,22,20,21,35,55,22,22,16,15,13,13
강원특별자치도,도평균,47,46,44,54,41,35,28,23,23,26,46,41,59,51,59,39,46,29,26,26,21,28,36,37,34,36,37,39,29,35,17,19,18,28,34,36,35,39,51,38,47,24,18,19,13,19,34,30,36,34,37,36,29,20,18,16,16,17,31,32,37,37,55,60,35,23,23,18,17,22,25,30,29,24,42,51,26,27,18,19,15,17
충청북도,청주,58,51,51,57,44,41,29,24,24,38,68,52,71,67,70,45,53,38,25,26,24,34,47,47,48,45,45,44,36,37,20,22,25,41,45,47,46,51,69,44,59,35,17,20,18,35,49,43,48,43,49,42,34,23,23,16,21,30,47,39,48,54,73,72,37,28,23,22,21,33,33,42,41,35,48,51,31,28,15,20,16,24
충청북도,충주,52,57,55,59,49,38,36,28,33,48,71,58,75,59,66,41,49,40,23,24,22,34,49,48,50,46,43,47,36,39,19,21,20,35,42,44,42,45,59,40,54,31,20,21,15,27,43,38,45,41,45,40,34,24,25,21,23,26,44,43,51,52,71,69,37,28,24,23,21,28,31,38,37,28,48,50,29,29,20,21,15,20
충청북도,단양,52,50,42,46,33,29,31,23,29,34,59,61,64,54,60,42,49,39,29,32,29,35,56,47,45,36,39,33,24,30,14,20,18,28,32,38,38,40,51,34,44,26,20,20,15,25,38,34,38,35,39,34,29,20,20,15,15,19,35,40,47,46,60,64,34,26,23,23,22,31,34,42,41,29,51,54,31,28,17,22,15,19
충청북도,진천,53,48,50,55,45,37,28,21,23,37,64,49,69,62,67,43,50,34,26,27,25,35,47,45,47,43,47,46,38,40,20,22,22,37,44,42,43,46,67,42,50,34,17,22,16,31,44,43,44,41,48,43,36,25,24,18,23,33,50,43,52,53,75,76,41,31,25,23,23,32,33,40,38,34,51,56,33,33,19,21,17,24
충청북도,옥천,46,47,43,50,39,34,27,26,24,32,62,52,65,64,67,43,49,36,24,26,23,31,45,45,44,40,41,42,31,36,15,17,24,34,39,40,41,42,61,39,51,31,19,22,16,29,44,44,46,42,49,42,36,26,20,16,18,23,41,36,42,43,61,63,31,22,20,21,22,24,28,34,31,24,38,39,23,22,14,18,13,17
충청북도,도평균,54,51,50,55,44,38,30,25,26,39,65,53,70,63,67,43,50,36,24,26,23,33,47,46,46,42,43,43,33,36,18,21,22,36,41,44,43,46,62,41,53,32,19,21,16,30,44,40,44,41,46,40,34,23,23,17,20,26,44,40,48,49,68,69,36,27,23,22,21,29,32,39,37,30,47,49,29,28,17,20,15,21
충청남도,천안,55,52,54,54,41,35,24,24,21,32,71,53,74,68,77,48,52,35,28,30,26,35,50,47,49,47,48,44,34,35,22,24,25,43,47,48,48,57,80,47,62,38,23,24,19,34,51,46,51,48,53,48,37,24,26,20,26,36,51,42,56,62,81,83,43,32,28,27,26,37,34,44,42,41,56,57,34,33,18,26,19,27
충청남도,당진,59,60,52,57,52,44,26,27,25,39,67,56,75,70,87,59,70,44,30,32,32,47,53,52,53,52,59,54,44,42,28,25,29,47,51,51,53,68,94,56,69,43,29,26,21,36,56,49,51,53,56,56,45,31,35,21,30,38,50,39,55,60,80,82,50,35,29,28,28,36,35,42,43,37,56,58,37,33,18,29,22,34
충청남도,서산,46,47,42,45,39,31,22,26,23,29,51,38,50,47,55,40,48,28,26,29,27,37,40,37,42,40,45,43,31,30,22,25,24,34,37,37,42,51,80,44,63,33,23,24,19,29,41,39,42,40,42,42,32,21,24,18,26,30,40,33,50,50,65,74,40,25,24,23,23,27,29,38,35,33,48,48,26,26,18,24,19,26
충청남도,아산,58,53,53,57,49,41,23,27,24,37,72,51,72,65,80,54,63,43,31,32,31,48,55,50,52,49,53,48,42,39,25,25,27,47,50,48,47,59,83,52,68,41,26,27,20,38,51,50,54,51,54,53,39,26,28,21,28,39,52,42,55,62,79,82,45,35,29,29,30,38,34,42,41,39,55,57,36,32,17,27,20,29
충청남도,논산,53,53,47,52,40,38,24,22,20,33,55,45,65,64,70,39,50,35,26,29,26,34,46,42,44,47,54,48,38,45,24,23,22,37,39,44,43,46,71,41,59,33,20,19,16,34,44,42,46,44,45,42,31,20,22,17,22,35,47,41,50,53,72,70,36,25,21,22,20,33,30,42,38,36,43,47,29,29,16,21,17,25
충청남도,태안,48,48,44,48,41,36,27,26,21,26,46,33,56,56,65,40,48,27,26,30,28,38,40,37,41,39,43,42,31,30,21,26,24,33,37,37,43,51,80,45,69,31,26,25,21,29,40,38,40,39,40,40,31,21,30,20,28,29,38,33,51,46,64,77,39,25,27,25,24,26,28,36,33,31,45,44,26,26,25,27,21,26
충청남도,보령,45,41,46,46,38,35,20,22,19,30,59,42,55,51,57,35,48,29,20,25,23,36,43,39,43,44,46,40,31,32,20,24,24,40,42,42,45,55,89,48,68,32,22,22,18,32,38,40,42,40,43,42,33,20,24,19,27,35,47,37,51,48,62,67,36,24,20,21,21,26,26,34,33,32,41,41,26,24,16,21,17,25
충청남도,홍성,54,44,50,51,42,38,21,22,20,31,60,43,56,53,62,37,47,29,26,27,26,38,43,38,42,38,43,41,34,33,21,23,23,40,44,40,44,54,82,43,59,29,22,20,15,28,41,42,42,39,44,41,31,21,22,16,24,31,45,37,48,52,64,68,36,26,23,23,23,29,31,40,38,35,48,50,29,28,18,25,19,29
충청남도,공주,47,42,44,47,37,33,18,21,21,27,55,44,60,57,64,41,52,37,26,24,22,31,39,40,39,37,40,39,32,34,17,21,21,35,36,40,41,44,64,43,57,33,20,22,17,31,40,37,41,41,45,43,34,23,25,17,22,28,43,37,45,51,68,71,36,28,23,24,23,36,29,38,35,34,43,49,30,29,18,22,19,29
충청남도,부여,57,54,47,52,42,39,25,24,21,29,51,40,55,54,56,34,48,31,26,28,24,32,43,40,43,45,47,43,35,37,22,28,25,37,39,41,43,45,85,56,84,47,35,32,17,28,35,34,34,33,35,33,27,20,23,18,21,28,38,34,46,45,65,69,36,27,25,25,22,28,28,35,36,33,41,45,28,28,18,24,20,24
충청남도,청양,43,42,42,44,33,29,18,20,19,27,53,42,58,54,61,39,46,31,23,24,18,31,38,36,39,41,46,42,34,34,21,22,19,33,37,38,42,47,71,40,56,29,19,18,15,28,39,39,42,40,44,40,30,20,22,17,20,28,40,37,50,56,64,68,34,25,22,23,20,28,30,39,35,33,44,41,26,26,17,21,17,23
충청남도,금산,44,42,40,49,37,33,24,23,19,23,50,41,55,50,58,36,39,30,18,21,24,36,51,49,50,47,48,48,39,43,23,21,19,31,38,44,43,44,61,36,52,31,16,17,15,26,40,44,46,40,45,35,32,19,19,15,16,23,41,34,46,41,63,63,34,25,20,23,24,28,28,35,35,28,44,44,27,23,19,24,21,19
충청남도,예산,52,46,47,49,43,35,23,25,23,31,62,47,64,59,69,43,53,35,26,25,25,37,45,41,46,43,43,42,35,34,22,24,23,37,42,42,44,54,81,42,55,33,22,22,17,35,44,43,46,42,46,43,32,21,24,17,25,37,48,39,50,50,66,69,41,28,22,23,25,36,32,40,39,36,51,52,33,30,16,25,20,31
충청남도,도평균,51,49,48,51,42,36,23,24,22,31,60,45,62,58,67,43,52,34,26,29,27,38,46,42,45,44,48,45,35,35,22,24,24,39,42,42,45,52,79,46,63,34,23,23,18,32,43,42,45,43,46,44,34,22,25,19,25,33,46,38,51,54,70,74,40,28,24,25,24,32,31,39,37,35,48,50,31,29,18,25,19,27
전북특별자치도,전주,53,58,57,58,45,50,28,26,28,38,72,52,66,68,72,47,50,42,27,31,29,39,48,39,45,39,44,42,36,40,18,21,20,33,36,38,42,47,80,47,57,38,18,19,17,32,43,41,43,43,47,44,36,22,23,18,23,28,45,39,49,53,72,69,39,30,23,27,27,34,32,37,36,33,45,47,35,33,18,24,22,28
전북특별자치도,군산,48,51,49,57,45,41,28,29,25,38,58,45,60,61,72,45,61,37,28,30,28,40,49,41,41,40,44,43,34,34,19,22,26,40,40,37,42,46,89,46,63,41,24,21,21,34,44,40,39,40,46,46,35,23,22,19,31,35,48,42,55,53,72,82,42,28,22,25,26,34,31,37,35,34,47,50,33,30,19,25,22,30
전북특별자치도,익산,49,50,52,58,41,46,23,24,26,43,73,53,71,68,76,50,57,41,28,30,28,40,50,40,46,42,46,44,36,36,18,20,23,43,42,42,42,43,75,44,59,37,20,21,19,36,44,41,43,42,48,47,39,26,25,19,26,38,50,41,49,53,74,75,44,34,25,27,26,38,33,41,36,35,46,51,38,39,21,26,23,34
전북특별자치도,남원,67,74,65,60,35,36,22,21,22,31,57,49,62,67,67,46,50,37,21,25,21,23,33,29,30,28,31,32,31,30,17,22,20,27,28,30,35,36,56,36,43,28,17,19,16,25,32,32,32,31,38,34,31,22,20,16,22,23,38,32,41,35,58,57,30,18,22,25,25,31,27,31,29,26,42,43,31,30,19,22,20,18
전북특별자치도,정읍,54,55,54,55,40,40,23,26,25,33,61,47,56,59,65,41,46,41,31,33,29,35,39,32,37,30,36,34,32,38,21,27,26,37,36,32,37,41,70,38,52,36,22,22,18,29,35,33,37,38,40,39,32,23,26,20,27,31,42,37,49,48,64,65,36,26,24,28,25,29,28,36,33,32,42,42,31,29,19,27,23,27
전북특별자치도,고창,53,53,51,52,41,38,15,15,22,42,73,55,60,63,69,44,50,35,28,29,27,32,36,32,35,32,33,33,28,27,18,24,19,26,28,24,33,37,75,39,55,30,19,19,17,26,35,33,33,33,36,36,29,20,20,16,21,26,36,33,45,43,60,67,33,26,26,29,27,25,25,34,28,29,41,42,30,25,16,21,19,26
전북특별자치도,부안,71,73,68,58,42,41,23,24,28,42,69,49,61,61,73,46,59,41,33,35,32,40,42,33,36,33,39,40,33,34,19,23,27,42,41,35,45,44,85,42,59,31,22,22,21,38,45,41,42,42,43,43,35,21,21,20,32,37,45,40,51,54,70,77,40,25,20,25,26,33,30,36,34,32,45,44,31,31,17,24,23,32
전북특별자치도,김제,63,66,66,73,59,64,40,20,21,29,63,49,61,62,70,46,54,42,29,30,27,39,46,39,44,38,42,40,33,41,22,26,28,41,41,38,45,46,88,47,64,40,21,22,19,37,45,41,42,42,45,46,36,24,22,20,32,38,48,40,47,49,68,74,39,30,21,24,25,34,28,35,32,31,43,45,32,33,16,24,23,32
전북특별자치도,도평균,54,58,55,58,42,43,25,23,24,35,63,47,61,62,68,44,50,38,26,29,26,34,43,36,40,36,41,41,34,36,18,22,23,35,36,36,40,42,75,43,56,36,20,20,18,31,40,38,39,39,43,41,34,23,23,18,25,31,43,38,48,49,68,69,38,28,22,25,25,32,29,35,33,31,44,46,32,31,18,24,21,27
전라남도,여수,34,39,34,49,32,31,26,21,21,27,41,35,40,45,42,31,39,30,23,27,23,24,34,26,27,28,28,32,27,24,16,30,22,25,26,24,31,30,54,30,42,23,18,18,16,23,30,27,29,29,34,28,28,18,19,17,20,20,30,30,41,31,49,60,34,20,20,18,18,23,22,30,25,22,38,42,26,22,17,23,18,18
전라남도,광양,36,42,38,50,36,37,32,29,27,32,38,32,38,45,44,33,40,33,23,24,21,21,31,26,25,29,29,32,29,26,17,29,20,25,29,30,36,36,59,36,49,29,20,20,17,22,32,30,30,28,36,32,31,22,22,18,17,18,28,27,37,30,52,57,35,23,24,20,17,21,21,27,25,20,35,39,26,25,19,24,18,15
전라남도,순천,36,43,39,53,36,33,25,23,20,28,44,37,40,45,43,31,38,29,21,29,21,22,34,27,27,28,28,31,28,25,17,26,22,24,26,25,33,32,58,33,36,26,18,18,16,22,30,25,25,26,32,27,27,18,18,16,18,18,28,24,35,28,49,57,34,19,18,17,17,21,20,25,22,21,37,40,26,21,14,20,17,18
