username,verified,top_hashtags
so.calmama,FALSE,"sandiego, fire, santaanawinds, borderfire, wildfire, otaymountain, engaged, proposal, isaidyes, kendricklamar, food, myshayla, grandnationaltour2025, sza, kendricklamarsza"
eloise_ugc,FALSE,"ugcaustralia, contentcreator, ugcexample, ugcexampleaustralia, ugc, contentcalendar, contenthack, notion, contentcreation, entrepreneur, ugcexamplevideo, ugccommunity, gmail, gmailhack, emailhack"
xokena_,FALSE,"blackgriltiktok, christmasshopping, shopping, coachpurse, coach, newpurse, gymmotiviation, gymgirlsoftiktok, gymgirl, finessjourney, 2025goals, gymtok, blackgirlgymtok, corememories, memories"
glo.ssary,FALSE,"lipswatch, flowerknows, asmr, lipoil, giftedbyclinique, gifted_by_clinique, asmrroutine, routine, morningroutine, grwm, kbeauty, cozyhome, seapuri, scalpcare, scalphealth"
pretty.squirrelss,FALSE,"kbeauty, koreanmakeup, tts, blush, lipcombo, tiktokmademebuyit, skincare, tiktokshop, koreanskincare, ttsfinds, tiktokshopfinds, pdrn, makeup, skincareroutine, glowingskin"
jilliangottlieb,FALSE,"skincare, contactdermatitis, allergies, rosacea, patchtesting, viral, viralvideos, patchtest, dermatitis, allergicskin, comewithme, skinhealth, skincaretips, skinedu, skinallergies"
skinbykristin,FALSE,"creatorsearchinsights, cleanwithme, antiaging, cleaningmotivation, antiagingtips, glowyskin, undereyebags, antiagingskincare, esthetician, estheticiantiktok, cleanwithmemotivation, musthaves, organizedhome, cleaningtiktok, greenscreen"
pinaydora,FALSE,"beautycommunity, beauty, beautycontentcreator, ugccommunity, ugc, ugccontentcreator, pr, rhode, hailey, haileybieber, contentcreator, discoverunder2k, beautytrends, beautytok, newtrend"
laurynslocs,FALSE,"fishhooks, grwm, traderjoes, soupdumplings, tiktokfoods, blackgirlmakeup, blush, blushunderfoundation, makeuphack, 4thofjuly, july4th,beachvibes, getreadywithme,beyonce,actingchallenge"
ugc_emma9,FALSE,"ugccontentcreator, collabs, yesstyleinfluencers, moroccan, kbeautymakeup, kbeautyskincare, kbeautyreview, kbeauty, moroccanugc, ᴄᴏɴᴛᴇɴᴛᴄʀᴇᴀᴛᴏʀ✨, theview, restaurantlife, ainsbaa, casablanca🇲🇦, ugcfoodcreator"
ugcwithsahar,FALSE,"yesstyle, yesstylemorocco, yesstyleinfluencers, yesstylereview, morocco🇲🇦, isntreexyesstyle, isntreexys, isntree, onion, onionnewpairgelcream, marocaine🇲🇦, algeria, tunisia🇹🇳, foryoupage, axis-y"
glowwithhima,FALSE,"loveshackfancy, loveshackfancybeauty, summervibes☀️, summerfragrance, girlvibes, trendin, blackfridaydeals, blackfriday, spanxpartner, blackfridaysale, leggings"
allansgirl_,FALSE,"echinacea, echinaceacream, barriercream, recoverycream, tonertoessence, rawquest, kbeauty, glassskin, prozis, prozisusa, exceedyourself, complimentary, newmakeup, haloglow, elfcosmetics"
reviews_by_bee,FALSE,"pickyreview, gopicky, pickyxwhipped, whipped, fyp, cuteskincare, sunlit, skincare, valentinesdaygift, valentinesday2025, happyvalentine, tiktokisback, beautytok, reddiamond, viralbeauty"
ugcwithjag,FALSE,"ugc,ugccreator,ugccommunity,foryou,fyp,beautyobsessed, beautyaddict, skincare, skeepers, ugcexample, freebie, beauty, makeup, aesthetic, skeepersfamily"
hushhalohue,FALSE,"aesthetic, asmr, softgirl, makeup, contentcreator, ugc, content, beauty, fyp, fashion, gettingsomewhere, summer, aestheticedits, lipoil, everyday"
glow.like.korea,FALSE,"skincareroutine, skincare, kbeauty, skincaretips, healthyskin, skin1004, eyecare, bakuciolbeauty, youthfulskin, beautymusthave, healthyeyes, productreview, beautycommunity, yesstyle, yesstylereview"
britnorman_,FALSE,"beauty, makeup, toddlermom, girlmom, pregnant, skincare, pregnancy, beautytok, momsoftiktok, pregnantlife, dermablend, dermablendcanada, 2ndtrimester, 3rdtrimester, momlife"
yepmanythings,FALSE,"tiktokbeauty, aesthetic, beauty, blogger, vlog, makeup, kbeauty, kpop, beautytips, koreanskincare, skincare, newtiktok, skincareroutine, healthyskin, tiktokmakeup"
imjustagirl368,FALSE,"sacramento, greenscreen, facebookmarketplace, severanceappletv, whitelotus, whitelotusseason3, sacramentokings, unitedhealthcare, oldnavy, summerfinds, sackings, tahoe, snowboard, kirkwood, matcha"
itsugcgirl,FALSE,"ugc, makemeblush, blush, musthave, makeup, ysl, yslbeauty, sunscreen, shopicons, bubbleambassador, bubbleskincare, spf40sunscreen, gifted, pickyreview, gopicky"
natik4s,FALSE,"ugc, ugccreator, beauty, makeup, gifted, skincare, mua, tiktokshop, ugccommunity, contentcreator, selfcare, sephora, reviewer, makeuplover, momlife"
topnotchmarvellous,FALSE,"makeupaddict, makeupoftheday, beautyinfluencer, explore, creativemakeup, explorepage, makeuptutorial, makeupartist, makeuplovers, glammakeup, makeuptutorials, dailymakeup, instabeauty, makeupjunkie, makeuptips"
rawanalani4,FALSE,"muslimtiktok, muslim, ramdan, islamicreminder, ramdangiftsideas, ramdangift, 99namesofallahflashcards, creatorsearchinsights, 99namesofallah, makeup, hijabi, hijabifashion, hijabigirl, lipgloss, kbeauty"
addicted.to.skincare,FALSE,"fyp, kbeauty, skincare, skintok, koreanskincare, skincaretips, skincare101, fypp, fyy, pmskincareroutine, serum, am, amskincare, anua, tiktokmademebuyit"
s.beauty.makeup12,FALSE,"rarebeauty, blush, makeup, rarebeautyblush, rarebeautymakeup, ad, rarebeautybyselenagomez, kbeauty, skincare, lipstick, gifted, lorealmakeup, mascara, anua, loreal"
pocketlifestyle__,FALSE,"microinfluencer, ugccreator, contentcreator, 2024, goodal, sister, heartleaf, hyaluron, reduce, inner, skin, sensitive, costco"
melii.mar_,FALSE,"navidad, regalosnavideños, wingstop, wingstopranch, workoutroutine, nails, compras, mudanza, tendencias, regalosdenavidad, regalosorpresa, 2025, gisou, gisouhoneyglow, diseñodeuñasnavideño"
chloemedeiros,FALSE,"makeup, beauty, fyp, firstimpression, makeuproutine, affordablemakeup, makeupreview, makeupswatches, makeuptutorials, drugstoremakeup, 2025, gymmakeup, grwmmakeup, workoutroutine, naturalmakeup"
nghibui_i,FALSE,"wakemake, squidgame2, wakemakesquidgame, sweaterweather, sweater, grwm, capcut, skin1004, kbeauty, skincare, poremizingclaymask, centellasunserum, centellatravelkit, tonebrighteningampoule, probiocicaeyecream"
xo.yokov,FALSE,"capcut, easysummerhairstyles, easyhairstyle, summerhairstyle, flowerclawclip, summerhairinspo, ootd, outfitcheck, outfitideas, girlactivities, presentationnight, careertok, girlsnightin, girlsnightideas, blackdress"
ericaz_ugc,FALSE,"ugc, ugccommunity, fyp, ugccreator, makeup, grwm, beauty, blush, fashion, spring, fypage, ootd, elflipoil, lipgloss, lipstick"
lukyss_09p,FALSE,"complimentary, pickyreview, gopicky, feelgoodnaked, josiemaran, @influenster, pickyxayunche, ayunche, drbio, skincare, serum, collab, skincareroutine, glasskin, fy"
glowyyclover,FALSE,"skincare,skincareroutine, glowyyclover, lebasidllacuradellapelle, skincarecommunity, skin, skincareroutinetips, skinsta, koreanskincareproducts, dicsoverunder1k, sincareobsessed, productsthatwork, skincaretiktok, fentybeauty"
pixelheartsbeauty,FALSE,"skincare, skincaretiktok, moisturiser, watercream, newproductalert, facecleanser, bubbles, grapefruit, texture, gifted, cleanreservehippedcherry, sweetgourmanderfume, sweetgourmand, warmandspicy, cherry"
luv4ikeuuu,FALSE,"fyp, relatable, hair, facialhair, hairygirl, ethnic, koreanskincare, abibambassador, abib, skincare, abibcrew, kbeauty, pr, skintok, microinfluencer"
chen.ugc,FALSE,"ugccreator, ugc, ugccontent, ugccommunity, influencer, prpackages, prpackage, pr, aesthetic, ugccontentcreator, skincare, fyp, productreview, fyppppppppppppppppppppppp, makeup"
skincarewithxia_,FALSE,"kbeauty, skincare, yesstyle, stylevana, koreanskincare, kskincare, skincareroutine, glassskin, serum, stylevanadiscount, anua, yesstyleinfluencers, dryskin, combinationskin, oilyskin"
skinhippie27,FALSE,"kbeauty, koreanskincare, skincare, fyp, skincareroutine, sensitiveskin, medicube, tirtir, glassskin, stylekorean, mimumimu, pcalm, yesstyleinfluencers, porecare, centellian24"
anika_kozlova,FALSE,"makeuphacks, eyemakeup, beautyhacks, beautyhack, eyeliner, makeuptutorial, beautyinfluencer, eyelinertutorial, makeup, eyemakeuptutorial, makeuphack, ugccreator, makeupfail, ugcbeauty, prommakeup"
itstessjohnson,FALSE,"ad, beauty, skincareroutine, skincare, glowingskin, sharespectrum, spectrumcollections, glowup, makeup, charlottetilbury, magicbeautystars, unboxing, beautymusthave, grwm, spectrumbeautysuite"
itsmelissaga,FALSE,"patricktabeauty, patricktablush, patricktanewblush, toastedteddy, brownblush, patrickta, redblush, holidaymakeup, patricktanew, lipcombo, mauveblush, blushcomparison, cherrylips, blackcherry, rhodepocketblush"
lifestylewithfatima,FALSE,"kbeauty, koreanskincare, skincareroutine, kbeautyroutine, glowingskin, glassskin, skincareaddict, unrecognizablemakeup, skincaretips, skincaretiktok, glowup, koreanbeauty, beautytips, healthyskin, haircareroutine"
bosslady__carla,FALSE,"atlcontentcreator, atlcreator, contentcreator, healthcareworker, community, skincare, creatorsearchinsights, youthtothepeople, healthcare, content, dayinmylife, jeeplife, capcut, postthatcontent, beautycreator"
curateandglow,FALSE,"skincare, skincareroutine, skincarerecommendations, skincarefaves, skincareproducts, glowyskin, skincarefavorites, makeup, skincaretips, skincaretiktok, skincareseries, spf, grwm, glowymakeup, fyp"
zwonylen,FALSE,"wonyoungism, pinkskincare, morningvlog, kbeauty, koreanskincare, pink, pinkcore, morninginmylife, kawaii, pinkkbeauty, wonyoungismvlog, nightroutine, koreanmakeup, pinkmakeup, pinkoutfit"
glam._diaries,FALSE,"kbeauty, koreanskincare, glowyskin, hydratedskin, moisturizedlips, winteressentials, fyp, mcobeauty, viralskincare, hudabeauty, lipoil, skincare, pickyreview, gopicky, lips"
sashask1n,FALSE,"kbeauty, creatorsearchinsights, skincare, koreanskincare, anua, medicube, makeup, haircare, skinfluencer, jbeauty, mixsoon, skincarereview, glassskin, yesstyle, acne"
ugc.by.zainab,FALSE,"ugc, ugccommunity, ugcexample, ugcjourney, ugccontentcreator, ugctips, makeup, skincare, ponds, hydration, complimentary, abib, abibcollageneyecream, collageneyecream, wrinkles"
liansloves,FALSE,"beautyadventcalendar, canada, beauty, sephora, christmas, advent, adventcalendar, christmastiktok, christmascountdown, sephoraadventcalendar, sephorahaul, sephoragiftlist, sephorasale, yyc, alberta"
andie_sorto,FALSE,"latinabeautycreator, maybellinepartner, gifted, lipstickswatches, beauty, drugstoremakeup, lipswatches, superstayteddytint, blurredlips, teddytint, tint, drugstorelippies, nyxcosmetics, nyxprofessionalmakeup, lipstain"
hanahdewybae,FALSE,"sfblogger, matcha, exosome, reedleshot, koreanskincareproducts, browsonfleek, millennial, russianmanicure, beingagirl, tinnedfish, grwm, americanshorthair, sardines, sausalito, chitchat"
gemavm10,FALSE,"babyannouncement, babytok, latinamomsoftiktok, latinamoms, latinamom, babiesoftiktok, babybump, mamaoutfits, latinamomtok, fitcheck, fitchecks, mamabear, secondbaby, babyfever, babylove"
keirrawebster,FALSE,"yourokcbestie, cybersecurity, techcareer, blackgirlintech, ipassed, fyp, okchairstylist, charliebrownchristmas, christmastreefail, cheaptok, cinnamonhair, strawberryblonde, oklahoma, christiantiktok, wonthedoit"
badblory,FALSE,"makeup, maquillage, foru, foryou, fyp, mua, pourtoi, parati, fypage, foryoupage, tropbelle, mkp, blue, makeupinspo, girl"
sya.skin,FALSE,"stylekorean, stylekoreanbox, skincare, stylekoreanambassador, hifu, eoa, vtcosmetics, stylekoreanstarbox, staroftheyear, glowskin, stylekoreanpartner, kbeauty, ambassadorsquad, arencia, arenciaskincare"
skincarewithbrit_,FALSE,"capcut, kbeauty, japaneseskincare, koreanskincare, kbeautyreview, avene, lipblam, japanesesunscreen, koreansunscreen, gopicky, japaneseskincareproducts, beautyofjoseon, shiseido, kbeautyrecommendation"
beauty_viridiana_,FALSE,"fyp, unboxing, imjustagirl, tiktokmademebuyit, parat, contentcreator, tiktokshop, pr, makeup, parati, imajinate, happybirthday, frenchie, urbandecay, shopnow"
emileerachel,FALSE,"benefitcosmetics, mominfluencer, stopmotion, averywoods, emiliekiser, bubbleskincare, fyp, tiktokshop, bubble, kitchenreset, edits, ttsbeautybesties, viral, creatorsearchinsights, hoolawave"
jhamheartsthis,FALSE,"blush, kbeauty, fypシ゚, cutemakeup, viralmakeup, blusher, purpleblush, liquidblush, houseofhur, koreanmakeup, fyppp, hur, moistampouleblusher, yesstyleinfluencers, yesstyle"
aglimpseofglow,FALSE,"ugccontentcreators, skincareinfluencer, makeupinfluencer, ugccontentcreator, skincaretexture, medicube, medicubecollagenjellycream, pinkskincare, ugccommunity, ugccreator, kaine, janeiredale, prhaul, roundlab, toner"
mariana.ugc,FALSE,"gorchicunboxing, gorchichaul, gorchic, fallhaul, luxurybag, ugc, fyp, mickeymouse, skin, skincare, koreanskincare, quotes, disneyland, disney, disneyparks"
tashfia____,FALSE,"girly, beautytok, beauty, girlythings, makeup, girlytok, products, makeuptok, beautytips, makeuplover, viral, lippies, trending, ramadan, dhaka"
jf.skin24,FALSE,"jfskindiary, kbeauty, skintok, koreanskincare, skincareroutine, skincare, review, medicube, medicubeambassador, yesstyle, yesstyleinfluencers, yesstylereview, claymask, glassskin, fully"
kbootyjenny,,
jennasiee,FALSE,"valeriamarquez, traumahealing, gemini, goodluck, mexican, peruvian, help, acefamily, austinmcbroom, catherine, ragebait, spotify, festival, lameloball, antibullying"
ugcxmichelle,FALSE,"ugcexample, ugccontent, ugccreator, usaugc, ugccommunity, petsnowy, litterbox, selfcleaninglitterbox, cat"
crystalschob3,FALSE,"fyp, healthy, happyathome, healing, godisgood, capcut, travel, fallaesthetic, fall, outfitinspo, contentcreator, girlthings, fashion, hollister, ootd"
srsdigitaldiary,FALSE,"skincare, goodmolecules, acnetreatment, acneproneskin, ugc, ugccontentcreator, ugccreator, htcxtide, turntocold"
shellllls_lifeeee,FALSE,"shellllls_lifeeee, dayinmylife, unboxing, dailyvlog, morningroutine, shopping, amazonfinds, amazon, skincaregoals, morningvlog, spendthedaywithme, inspiration, foodie, glowingskin, selfcare"
heyitsaliquinn,FALSE,"makeupfavorites, lipproducts, drugstoremakeup, lipgloss, maybellineliftergloss, nyxmilkygloss, favoritemakeup, makeupproducts, rarebeauty, beautyfavorites, charlottetilbury, bestmakeup, makeuphaul, iliabeauty, makeup"
ugc.carla,FALSE,"planesbarcelona, barcelonafood, patatasfritas, lasfritas, comerenbarcelona, ugc, ugccreator, ugccontentcreator, ugccommunity, ugcjourney, ugctips, comunidadugc, skincare, ugcexample"
danielaapryl,FALSE,"type4hair, fyp, naturalhair, shortnaturalhair, foryoupage, naturalhairstyles, washandgoroutine, washday, washandgo, scalpmassager, naturalhairdaily, curlyhairtutorial, protectivestyles, countdown, twa"
_taniagrover,FALSE,"bharatanatyam, southasian, dance, intruder, sponsored, brandcollab, blushmarkofficial, blushmark, influencer, nyc, nyccontentcreator, greenscreen, calistatools, rutgers, unboxing"
toninlanaa,FALSE,"couplesoftiktok, toninlana, couplegoals, couplecomedy, couplescomedy, couplesgoals, prankwars, coupletok, thanksandgiving, coupletiktoks, couplegoals❤️, suspectchallenge, couplestok, capcut, coupleschallenge"
ft.angela,FALSE,"dailyvlog, yvr, studentlife, aritziahaul, aritzia, mcmasteruniversity, colorcustomizer, studyvlog, koreavlog, mcmasteruni, foreveryone, studywithme, yyz, dailyvlogs, fyp"
auraofmahmuda,FALSE,"skincare, fyp, kbeauty, skintok, skincareroutine, clearskin, acne, viral, foryou, koreanskincare, explore, beauty, skincareaddict, skincaretips, influencer"
__allaboutskincare__,FALSE,"explore, tiktok, viral, kbeauty, douyinmakeup, cbeauty, koreanskincare, coquetteaesthetic, koreanmakeup, flowerknows, flowerknowsmakeup, fyp, foryoupage, relateablepost, coquettemakeup"
razan.alani,FALSE,"iraqi, foryou, ilovecats, arab, fyp, syrian"
ouibutnon,FALSE,"kbeauty, koreanskincare, kpop, blackswan, fatou, nvee, gabi, sriya, catandmouse, sacramento, kpinternationalmarket, liveperformance, fanmeeting, skincare, mixsoon"
kenandmel,FALSE,"kenandmel, fyp, pureinstinct, pheromonperfume, vlogmas, greenscreen, torras, target, coolifair"
skincarenotes,FALSE,"fyp, explore, skincarecommunity, skincare, skintok, perfumes, skincarereview, skincareroutine, spf, fraghead, healthyskin, hyperpigmentation, viralvideos, fyppp, middleeasternperfumes"
skin_with_zee,FALSE,"skincare, skin, skincaretips, explore, ugccreator, hyperpigmentation, reels, niacinamide, sunscreen, kbeauty, skincarecommunity, reelsinstagram, koreanskincare, skincareproducts, 7daysglow"
lovinglynat,FALSE,"kbeauty, lovinglynat, fyp, viral, fypシ, skincare, yesstyle, romand, koreanskincare, clio, makeup, beauty, dasique, etude, fypage"
lindsaymae_,FALSE,"booktok, romantasy, fourthwing, fantasy, throneofglass, acotar, tog, quicksilver, ironflame, onyxstorm, books, bookrecommendations, serpentsandthewingsofnight, whethemoonhatched, lotr"
kimglamglow,FALSE,
upasanaarora,FALSE,"spanx, spanxpartner, spanxstyle, spanxpants, pontepants, stylemepretty, prettyinblack, grwm, summervibes, summerstyle, alaska, alaskaliving, fairbanks, ak, unitedstatesofamerica"
_just.livinggg_,FALSE,"gopicky, pickyreview, kbeauty, glowingskin, koreanskincare, skincareobsessed, skincareroutine, centellian24, picky, cleanbeauty, koreanbeauty, pickycentellian24, skincarereview, manyo, skincarecommunity"
exquisiteexplorerig,FALSE,"koreanskincare, gopicky, giftedbyipsy, kbeauty, skincare, skincareblogger, pickyreview, skincareproducts, skincarejunkie, skincareaddict, skincareaddiction, skincareinfluencer, skincaregoals, skincarecommunity, skincareobsessed"
shannenbudihardjo,FALSE,"foryou, dogsoftiktok, tiktokpuppies, puppy, petvlog, shibainu, aerierealpositivity, fyp, japantrip, tokyoarchitecture, japanesearchitecture, petlover, promlook, earthday, werkitfromhome"
roselinni_,FALSE,"koreanskincare, fyp, kbeauty, skincare, skincareroutine, skintok, bodycare, skincare101, foryoupage, nongshim, nongshimusa, ramyun, foryou, fypシ, fypシ゚viral"
bebethssi,FALSE,"makeup, koreanbeauty, koreanskincare, foundation, cushion, basemakeup, diabetic, diabetestipo2, diabetes, diabetescheck, diabetesawareness, diabetesmellitus, diabetesmelitus, diabete, diabeticwarrior"
h.annahyu,FALSE,"skincare, kbeauty, beauty, wellness, ugccreator, skinhealth, skintok, guthealth, beautytips, beautytok, koreanskincare, selfcare, grwm, fyp, ugc"
neetimathur0,FALSE,"brownskinmakeup, brownskingirl, complimentinglips, maccosmetics, havaianaslivredecliches, browngirlfriendly, dewyfoundations, drugstore, laproconcealer, beccacosmetics, undereyecircles, undereyegame, makeupreviews, pepsiapplepiechallenge, makeuptutorial"
ugc.fer,FALSE,"ugccreator, ugc, ugcexample, ugccanada, ugccommunity, ugcportfolio, ugcvancouver, skincare, ugcbrasil, ugccreators, ugccontentcreator, ugchair, elfcosmetics, skincareroutine, canada"
glowithtay,FALSE,"fyp, makeup, skincare, haul, winners, gwrm, balmdotcom, swissmiss, glowy, alleyopp, rarebeauty, unboxing, minisopentaclaus, glossier, birthdaybalmdotcom"
skinwithhillaryy,FALSE,"matcha, matchatok, brandymelville, brandy, puertorico, puertoricotiktok, businessowner, businesstok, fyp, skincare, skincareroutine, bodycare, relatable, relationship, intuitiontest"
beautycarebydrhind,FALSE,"haircare, hairgrowth, hairandbeauty, beautycareproducts, beautycare, pamperyourself, dermaroller, organicproduct, staybeautiful, vitamins, proteins, naturalingredients, natureisthebest, scrub, organic"
thiglossglow,FALSE,"ugc, fyp, kbeauty, grwm, contentcreator, beautytips, vietnamese, koreanskincare, skincare, beauty, review, skincarenatural, summerfridays, softgirlaesthetic, pinkaesthetic"
quyen.la,FALSE,"fyp, butterflyeffect, butterfly, goodphil, uhfsa, goodphil2024, goodphil24, greenscreen, gp, houston, gp2024, jasontheween, college, foryou, uh"
jayanne.roller,FALSE,"ugc, beauty, ugccreator, skincare, 30daychallenge, morningskincareroutine, unboxing, rarebeauty, southeastasianbeautycreator, rarebeautyblush, rhode, rhodeskin, glazingmilk, haileybieber, beautycreators"
clahh__,FALSE,"glassskin, skincare, skincareroutine, bestseller, clearskin, skincaretips, cleansingoil, beauty, balea, dm, doublecleansing, foamcleanser, kbeauty, koreanskincare, korean"
glowingskinmadie,FALSE,"skincare, sunscreen, cruise, cruiseship, vacation, vacationsunscreen, royalcaribbean, poolside, skincaretips, sunscreenviral, glowingskin, makeup, kbeauty, benefitclubpink, skincare101"
dyknicx,FALSE,"kbeauty, recos, foryou, oliveyoungaffiliate, beautytok, yesstyleinfluencers, makeupph, lippies, glossylips, koreanskincare, fyp, koreanmakeup, skintok, cooltone, warmtone"
evesbeautylife,FALSE,"girltherapy, ugc, grwm, beautytips, beauty, skincare, selfcareproducts, ugccreators, girlssupportinggirls, microblog, makeup, girls, girlssupportgirls, microinfluncer, makeuptherapy"
urcreatorsophia,FALSE,"ugc, recommendations, motherhood, parenting, cooking, rec, momlife, momslife, foodcontent, momtok, ugccreator, contentcreator, baking, momsoftiktok, morningroutine"
skincare_with_kylie,FALSE,"aesthetic, explore, fyp, fypシ, explorepage, trending, love, contentcreator, content, explorepage✨, explorepages, reels, makeup, college, life"
lisaameyy,FALSE,"amazonfinds, skincare, amazonmusthaves, ugc, ugccontentcreator, ootd, fyp, ugccommunity, rhodeskin, amazonfashion, grwm, amazon, rhode, skincareroutine, makeup"
ggiuliarusso,FALSE,"perte, fyp, foryou"
sydnie_1209,FALSE,"kbeauty, koreanskincare, fyp, skincare, dailyskincare, beauty, stylekorean, koreanmakeup, ugc, glowingskin, facecare, makeup, stylekoreanambassador, dailymakeup, ugccontent"
highimdalilah,FALSE,"fyp, sephora, makeup, rarebeauty, lipcombo, refybeauty, refybrows, fypage, makeupforever, makeuptutorial, yslbeauty, fypシ, starbucks, soldejaniero, coach"
bythreewishes,FALSE,"nyctodo, nycactivities, freenycpopup, nycfreethingstodo, nycphotobooth, photobooth, duet, dealsandsteals, makeuphacks, makeupdeals, charlottetilbury, nycshopping, woodburycommon, woodburycommonpremiumoutlets, upstateny"
heyitsclarissaa,FALSE,"beautytok, sunglasseshack, fashiontiktok, makeuphacks, beautyhack, dezi, fyp, beautyhacks, makeuphack, retokfornature, smallspaceliving, mydolcemoment, amazonmusthaves, amazonhomefinds, apartmentupgrades"
Thatbaileygal,FALSE,
what_can_i_buy,FALSE,"cvspartner, ad, cvs, cvsepicbeauty, cvsdeals, cvsepicbeautydupe, couponcommunity, beautyfinds, affordablemakeup, cppartner, cozyearth, cvsepicbebeauty, elfcosmetics, makeupdupe, colourpop"
muji_bee_nyc,FALSE,"nycpopup, nyc, thingstodoinnyc, beauty, laneige, nycfree, newyorkcity, thingstodonyc, mujibee, glossierfleur, freenyc, glossier, newperfume, nycvlog"
nikkkaayy_,TRUE,"tiktokmakeup, tiktokbeauty, makeup, rarebeauty, rarebeautyblush, rarebeautymakeup, viralblush, rarebeautyreview, rarebeautybyselena, india, indiatravel, travelindia, indiantiktok, himalayas, ladakh"
newa_supriya,FALSE,"canoncamera, canong7x, camerag7xmarkiii, canonusa, canong7xunboxing, valentinesmakeup, fyp, valentinesday, prunboxing, latinamakeup, outfitinspo, snowstorm, capcut, makeuptrend"
ugcwithb__,FALSE,"kbeauty, explore, medicubeambassador, fyp, glassskin, medicube, viral, viralbeauty, wonyoungsim, sephora, ulta, trending, liptint, pinkmakeup, yesstyle"
sunshinefairy443,FALSE,"greenscreen, fyp, paratiiiiiiiiiiii, textoblanco, imagespin, docencia, fyppppppppppppp, textorojo, elladijo, delarose"
sophia.cathyy,FALSE,"christmas, christmastiktok, christmascountdown, food, weihnachtsmarkt, chirstmas2024, weihnachtsfeeling, blonde, fyp, sad, love"
glowinthegram,FALSE,"foryou, satisfying, asmr, cute, fyp, unboxing, whatsinmybag, explore, makeup, beautyhacks, makeuptutorial, beautytips, trends, newmakeup, beauty"
krisoncamera,FALSE,"dontoliver, hardstonepsycho, fein, ugc, ugccreator, foodugc, ugcexample, aesthetic, airbnbugc, hawaiitiktok, oahu, honolulu"
ugc.by.iri,FALSE,"ugccreator, ugc, contentcreator, ugcportfolio, ugccommunity, ugcbeginner, editing, foryoupage, ugcexample, fypage, pitching, branddeals, bephor, naturalhair, scalpbraids"
aeht.ugc,FALSE,"fyp, viral, viraltiktok, trend, viralvideo, trending, trendingvideo, iphone, iphone15pro, apple, applestore, titanium, skincare, clearskin, jskin"
lovelyleilani.ugc,FALSE,
honest_recs,FALSE,"skincare, giftedbydrunkelephant, koreanskincare, vanleeuwenicecream, vanleeuwensweettreat, gifted, beautyofjoseon, trufru, skincarereviews, christmas, cfxdrunkelephant, complimentary, ad, kbeauty, giftedbysdj"
almostsimplysky,FALSE,"fyp, foryou, dutchbros, dutchbrospuravida, dutchbrosxpuravida, puravida, puravidabracelets, puravidaambassador, ugccreator, theerastour, theerastourseattle, seattlen1, christmas, theerastourtaylorswift, theeras"
amirka08,FALSE,"kbeauty, skincare, fyp, 2025, newyear, happynewyear, skincarefridge, kroutine, make, refri, minirefri, minirefrigeratorforskincare, retro, coral"
chilibeauty1201,FALSE,"skincare, makeup, maquillaje, kbeauty, farm, gloss, aesthetic, country, selfcare, grwm, farmhome, skincareroutine, korean, showerroutine, home"
abigail.ugc.creator,FALSE,
skinwsara,FALSE,"fyp, fasttwitchcontest, grwmmakeup, makeupfavorites, makeuppicks, beautyaesthetic, lipglossaesthetic, makeupmusthaves, lipglossaddict, makeupswatches, summerfridays, lipbutterbalm, brownlipfavorites, lipbalmfavorites, skincaretiktok"
miralii.m,FALSE,"yjhd, explorepage, minivlog, minilunch, indiavlog, desi, desifashion, winter, kurti, dayout, slowfashion, girls, pinterestfashion, dayinmylife, dayinmylifevlog"
_janessam,FALSE,"fyp, makeuproutine, fypviral, rosein, berryblush, creamblush, baseroutine, makeup, makeuplover, beautyhacks, eyeshadow, barcelona, traveltok, lipswatch"
annahostriakova,FALSE,"fyp, viralmakeup, rhode, makeuphack, viralskincare, glassskin, skincare, makeuphacks, cleangirl, glowskin, viral, beauty, koreanskincare, selfcareroutine"
ibubblii,FALSE,"vspartner, vsfashionshow, nycfashionblogger, nycfashionshow, victoriassecret, icons, models, lisarockstar, tyla, cher, tyrabanks, adrianalima, viori, dimsum, shampoobars"
beautyfanaticjenn,FALSE,"asmrmakeup, makeuploversunite, velvetlipstick, lipstickswatches, maccosmetics, bzzagent, bzzagentcampaign, maclipsticks, lipsticklover, maccosmeticslipstick, creamylipstick, hydratinglipstick, hydratinglipstick"
ugc_adriiana,FALSE,"ugc, ugccreator, ugcexample, ugccommunity, ugccontentcreator, ugcbeauty, ugcmakeupcreator, ugcmakeup, ugcmakeupexample, ugcskincare, ugcskincareexample, ugcskincareroutine, makeup, beautytips, beautyroutine"
glowological,FALSE,"skincareroutine, glowingskin, selfcare, glowup, skincareaddict, skincare, kbeauty, skincarecommunity, beautyroutine, healthyskin, skincarejunkie, dewyskin, radiantskin, beautyessentials, hydratedskin"
kat.iveth1,FALSE,"beautysponges, powderpuffs, powderpuffmakeup, makeuptiktok, kativeth, makeup, beautyblendercleaning, beautyspongewashing, howtowashbeautyblender, skincare, makeupreview, skinproud, iamskinproud, walmartfinds, top5makeup"
fabulous.mira.skincare,FALSE,"skincare, grwm, elemisskinsider, loveelemis, naturaldeodorant, sweaty, sweatproof, deodorantviral, skincaretips, skincareblogger, botoxfreesince93, lorealistaruk, skintok, spf, heatlesscurls"
